exporter,importer,commodity,mode,year,source,value_usd
Georgia,Czechia,Fertilizer,Road,2022,UN Comtrade public preview,934542.0
Brazil,Australia,Fertilizer,Sea,2022,UN Comtrade public preview,928139.728
Turkmenistan,Moldova,Fertilizer,Rail,2022,UN Comtrade public preview,913710.0
Togo,Benin,Fertilizer,Road,2022,UN Comtrade public preview,911210.68
China,Czechia,Fertilizer,Road,2022,UN Comtrade public preview,886426.0
Jordan,Mauritius,Fertilizer,Sea,2022,UN Comtrade public preview,863772.818
Egypt,Moldova,Fertilizer,Road,2022,UN Comtrade public preview,860816.0
Germany,Bolivia,Fertilizer,Road,2022,UN Comtrade public preview,856719.0
Russia,Mexico,Fertilizer,Rail,2022,UN Comtrade public preview,841805.0
Greece,Romania,Fertilizer,Air,2022,UN Comtrade public preview,832198.02
Ireland,Romania,Fertilizer,Road,2022,UN Comtrade public preview,827957.74
Peru,Australia,Fertilizer,Sea,2022,UN Comtrade public preview,820986.854
Canada,Myanmar,Fertilizer,Sea,2022,UN Comtrade public preview,808988.44
Slovakia,North Macedonia,Fertilizer,Road,2022,UN Comtrade public preview,778622.6
Netherlands,Cyprus,Fertilizer,Sea,2022,UN Comtrade public preview,778464.094
Mexico,Colombia,Fertilizer,Road,2022,UN Comtrade public preview,778430.4
New Zealand,Australia,Fertilizer,Sea,2022,UN Comtrade public preview,754762.165
Sweden,Romania,Fertilizer,Road,2022,UN Comtrade public preview,752735.02
China,Armenia,Fertilizer,Rail,2022,UN Comtrade public preview,748562.66
Spain,Burkina Faso,Fertilizer,Rail,2022,UN Comtrade public preview,739793.138
Germany,Angola,Fertilizer,Sea,2022,UN Comtrade public preview,739179.799
United Kingdom,Bolivia,Fertilizer,Road,2022,UN Comtrade public preview,733884.0
Croatia,Moldova,Fertilizer,Road,2022,UN Comtrade public preview,728504.0
Turkmenistan,North Macedonia,Fertilizer,Road,2022,UN Comtrade public preview,712266.71
Laos,Mauritius,Fertilizer,Sea,2022,UN Comtrade public preview,678040.204
Jordan,Moldova,Fertilizer,Road,2022,UN Comtrade public preview,677390.0
Uzbekistan,Bulgaria,Fertilizer,Sea,2022,UN Comtrade public preview,662960.254
Sweden,Benin,Fertilizer,Sea,2022,UN Comtrade public preview,650351.898
Iran,North Macedonia,Fertilizer,Road,2022,UN Comtrade public preview,638801.9
Ukraine,Bulgaria,Fertilizer,Road,2022,UN Comtrade public preview,634788.208
Italy,Angola,Fertilizer,Sea,2022,UN Comtrade public preview,634094.045
Portugal,Czechia,Fertilizer,Road,2022,UN Comtrade public preview,619372.0
Sweden,Armenia,Fertilizer,Rail,2022,UN Comtrade public preview,615780.58
Latvia,Romania,Fertilizer,Road,2022,UN Comtrade public preview,609155.08
Sweden,Bulgaria,Fertilizer,Road,2022,UN Comtrade public preview,591189.378
Greece,Montenegro,Fertilizer,Road,2022,UN Comtrade public preview,581070.072
Uzbekistan,Romania,Fertilizer,Rail,2022,UN Comtrade public preview,580232.06
Madagascar,Mozambique,Fertilizer,Sea,2022,UN Comtrade public preview,579171.548
Serbia,Cyprus,Fertilizer,Sea,2022,UN Comtrade public preview,565847.256
Iran,Romania,Fertilizer,Road,2022,UN Comtrade public preview,563040.0
South Africa,Moldova,Fertilizer,Road,2022,UN Comtrade public preview,556466.0
Argentina,Australia,Fertilizer,Sea,2022,UN Comtrade public preview,546504.129
Turkey,Angola,Fertilizer,Sea,2022,UN Comtrade public preview,546136.701
Canada,Czechia,Fertilizer,Road,2022,UN Comtrade public preview,542434.0
Saudi Arabia,Czechia,Fertilizer,Road,2022,UN Comtrade public preview,542384.0
Serbia,Romania,Fertilizer,Sea,2022,UN Comtrade public preview,537889.2
Ecuador,Colombia,Fertilizer,Road,2022,UN Comtrade public preview,529258.88
Israel,Colombia,Fertilizer,Road,2022,UN Comtrade public preview,528144.68
Greece,Bulgaria,Fertilizer,Air,2022,UN Comtrade public preview,512500.748
Spain,North Macedonia,Fertilizer,Road,2022,UN Comtrade public preview,507727.91
Portugal,Cabo Verde,Fertilizer,Sea,2022,UN Comtrade public preview,496422.615
Spain,Colombia,Fertilizer,Road,2022,UN Comtrade public preview,493571.36
Finland,Myanmar,Fertilizer,Sea,2022,UN Comtrade public preview,481927.16
Turkey,Montenegro,Fertilizer,Road,2022,UN Comtrade public preview,480630.488
Germany,Bulgaria,Fertilizer,Sea,2022,UN Comtrade public preview,480453.726
Serbia,Bolivia,Fertilizer,Road,2022,UN Comtrade public preview,478506.0
Czechia,Armenia,Fertilizer,Rail,2022,UN Comtrade public preview,475546.78
Italy,Colombia,Fertilizer,Air,2022,UN Comtrade public preview,472258.64
Japan,Mexico,Fertilizer,Sea,2022,UN Comtrade public preview,461963.0
Egypt,Cyprus,Fertilizer,Sea,2022,UN Comtrade public preview,451730.484
Netherlands,Angola,Fertilizer,Sea,2022,UN Comtrade public preview,433465.3
Ireland,Australia,Fertilizer,Sea,2022,UN Comtrade public preview,417173.827
United Kingdom,Moldova,Fertilizer,Road,2022,UN Comtrade public preview,408184.0
Finland,Mozambique,Fertilizer,Sea,2022,UN Comtrade public preview,406841.896
Netherlands,Armenia,Fertilizer,Rail,2022,UN Comtrade public preview,404528.76
Italy,North Macedonia,Fertilizer,Road,2022,UN Comtrade public preview,402708.02
Croatia,Czechia,Fertilizer,Road,2022,UN Comtrade public preview,400160.0
South Africa,Bulgaria,Fertilizer,Sea,2022,UN Comtrade public preview,398711.566
Sweden,Australia,Fertilizer,Sea,2022,UN Comtrade public preview,382272.294
Lithuania,Moldova,Fertilizer,Road,2022,UN Comtrade public preview,379492.0
Uruguay,Bolivia,Fertilizer,Road,2022,UN Comtrade public preview,373067.0
Slovenia,Montenegro,Fertilizer,Road,2022,UN Comtrade public preview,372825.204
Portugal,Angola,Fertilizer,Road,2022,UN Comtrade public preview,362059.872
Netherlands,North Macedonia,Fertilizer,Road,2022,UN Comtrade public preview,360520.97
Germany,Colombia,Fertilizer,Air,2022,UN Comtrade public preview,359032.68
South Africa,Australia,Fertilizer,Air,2022,UN Comtrade public preview,352890.609
United Kingdom,Romania,Fertilizer,Sea,2022,UN Comtrade public preview,345153.28
Peru,Myanmar,Fertilizer,Sea,2022,UN Comtrade public preview,340000.0
Japan,Czechia,Fertilizer,Road,2022,UN Comtrade public preview,339102.0
Slovakia,Moldova,Fertilizer,Road,2022,UN Comtrade public preview,338784.0
Sweden,Czechia,Fertilizer,Road,2022,UN Comtrade public preview,333388.0
Poland,North Macedonia,Fertilizer,Road,2022,UN Comtrade public preview,328708.61
Germany,North Macedonia,Fertilizer,Road,2022,UN Comtrade public preview,328591.54
Germany,Montenegro,Fertilizer,Road,2022,UN Comtrade public preview,325913.362
Egypt,Armenia,Fertilizer,Rail,2022,UN Comtrade public preview,311229.98
Netherlands,Colombia,Fertilizer,Road,2022,UN Comtrade public preview,310237.04
North Macedonia,Montenegro,Fertilizer,Road,2022,UN Comtrade public preview,307465.92
Benin,Burkina Faso,Fertilizer,Road,2022,UN Comtrade public preview,307386.166
Czechia,Mauritius,Fertilizer,Sea,2022,UN Comtrade public preview,307262.394
Ecuador,Bolivia,Fertilizer,Road,2022,UN Comtrade public preview,303820.0
Belarus,Romania,Fertilizer,Road,2022,UN Comtrade public preview,297440.0
Brazil,Colombia,Fertilizer,Air,2022,UN Comtrade public preview,295921.52
Poland,Myanmar,Fertilizer,Sea,2022,UN Comtrade public preview,293760.0
Guatemala,Bolivia,Fertilizer,Road,2022,UN Comtrade public preview,293481.0
United Kingdom,Cyprus,Fertilizer,Sea,2022,UN Comtrade public preview,291782.92699999997
Switzerland,Australia,Fertilizer,Sea,2022,UN Comtrade public preview,291683.448
Italy,Bolivia,Fertilizer,Road,2022,UN Comtrade public preview,289642.0
Spain,Mozambique,Fertilizer,Sea,2022,UN Comtrade public preview,289329.204
Denmark,Romania,Fertilizer,Road,2022,UN Comtrade public preview,272722.3
Czechia,Bulgaria,Fertilizer,Road,2022,UN Comtrade public preview,264770.154
Greece,Australia,Fertilizer,Sea,2022,UN Comtrade public preview,264681.27
Spain,Colombia,Fertilizer,Air,2022,UN Comtrade public preview,263622.56
Israel,Bulgaria,Fertilizer,Road,2022,UN Comtrade public preview,256571.854
Spain,Angola,Fertilizer,Air,2022,UN Comtrade public preview,251655.004
Saudi Arabia,Moldova,Fertilizer,Road,2022,UN Comtrade public preview,248550.0
Morocco,Bolivia,Fertilizer,Road,2022,UN Comtrade public preview,243770.0
Switzerland,Bolivia,Fertilizer,Road,2022,UN Comtrade public preview,243647.0
North Macedonia,Czechia,Fertilizer,Road,2022,UN Comtrade public preview,243642.0
Belarus,Bulgaria,Fertilizer,Road,2022,UN Comtrade public preview,237959.294
Philippines,Australia,Fertilizer,Sea,2022,UN Comtrade public preview,232052.505
Turkey,Australia,Fertilizer,Sea,2022,UN Comtrade public preview,231508.69
Latvia,Moldova,Fertilizer,Road,2022,UN Comtrade public preview,227848.0
Finland,Moldova,Fertilizer,Road,2022,UN Comtrade public preview,227678.0
North Macedonia,Bulgaria,Fertilizer,Sea,2022,UN Comtrade public preview,227361.176
Turkey,Burkina Faso,Fertilizer,Road,2022,UN Comtrade public preview,225175.206
Australia,Bulgaria,Fertilizer,Sea,2022,UN Comtrade public preview,222867.97
United Kingdom,Angola,Fertilizer,Sea,2022,UN Comtrade public preview,219648.514
Libya,North Macedonia,Fertilizer,Road,2022,UN Comtrade public preview,218018.69
Estonia,Romania,Fertilizer,Road,2022,UN Comtrade public preview,216810.56
Russia,Bulgaria,Fertilizer,Road,2022,UN Comtrade public preview,215030.932
Israel,North Macedonia,Fertilizer,Road,2022,UN Comtrade public preview,214781.3
Greece,Mauritius,Fertilizer,Sea,2022,UN Comtrade public preview,203506.188
Spain,Mauritius,Fertilizer,Sea,2022,UN Comtrade public preview,199889.984
China,Bulgaria,Fertilizer,Road,2022,UN Comtrade public preview,192786.39
South Africa,Czechia,Fertilizer,Rail,2022,UN Comtrade public preview,181444.0
Jordan,Bulgaria,Fertilizer,Sea,2022,UN Comtrade public preview,179033.674
Ghana,Benin,Fertilizer,Road,2022,UN Comtrade public preview,178781.192
Greece,Bulgaria,Fertilizer,Rail,2022,UN Comtrade public preview,178591.772
Zambia,Angola,Fertilizer,Road,2022,UN Comtrade public preview,176991.274
Russia,Mauritius,Fertilizer,Sea,2022,UN Comtrade public preview,175285.83
Turkey,Benin,Fertilizer,Sea,2022,UN Comtrade public preview,170949.562
Zambia,Namibia,Fertilizer,Road,2022,UN Comtrade public preview,170929.16
Hungary,Bulgaria,Fertilizer,Road,2022,UN Comtrade public preview,169917.164
Spain,Myanmar,Fertilizer,Sea,2022,UN Comtrade public preview,169858.22
Croatia,Australia,Fertilizer,Sea,2022,UN Comtrade public preview,168619.999
Madagascar,Mauritius,Fertilizer,Sea,2022,UN Comtrade public preview,166805.016
Bulgaria,Moldova,Fertilizer,Road,2022,UN Comtrade public preview,165756.0
United Kingdom,Mauritius,Fertilizer,Sea,2022,UN Comtrade public preview,162005.906
United Kingdom,Mozambique,Fertilizer,Sea,2022,UN Comtrade public preview,159912.908
Egypt,Burkina Faso,Fertilizer,Road,2022,UN Comtrade public preview,155909.435
Germany,Brunei,Fertilizer,Sea,2022,UN Comtrade public preview,153708.993
Cameroon,Angola,Fertilizer,Sea,2022,UN Comtrade public preview,148054.847
Australia,Mauritius,Fertilizer,Sea,2022,UN Comtrade public preview,145872.338
Malaysia,Namibia,Fertilizer,Road,2022,UN Comtrade public preview,143433.06
North Macedonia,Bulgaria,Fertilizer,Road,2022,UN Comtrade public preview,138377.632
Serbia,Mauritius,Fertilizer,Sea,2022,UN Comtrade public preview,137875.014
Colombia,Czechia,Fertilizer,Road,2022,UN Comtrade public preview,137868.0
Latvia,North Macedonia,Fertilizer,Road,2022,UN Comtrade public preview,133002.6
China,Brunei,Fertilizer,Sea,2022,UN Comtrade public preview,132519.056
United Arab Emirates,Angola,Fertilizer,Sea,2022,UN Comtrade public preview,131787.951
United Arab Emirates,Benin,Fertilizer,Sea,2022,UN Comtrade public preview,130599.326
Mexico,Romania,Fertilizer,Sea,2022,UN Comtrade public preview,130261.6
South Africa,Bolivia,Fertilizer,Road,2022,UN Comtrade public preview,126204.0
Colombia,Australia,Fertilizer,Sea,2022,UN Comtrade public preview,125349.154
Spain,Cabo Verde,Fertilizer,Sea,2022,UN Comtrade public preview,123415.24
Portugal,Mozambique,Fertilizer,Sea,2022,UN Comtrade public preview,121767.108
Netherlands,Bolivia,Fertilizer,Road,2022,UN Comtrade public preview,121072.0
China,North Macedonia,Fertilizer,Road,2022,UN Comtrade public preview,120501.98
Israel,Montenegro,Fertilizer,Road,2022,UN Comtrade public preview,116298.824
Uzbekistan,North Macedonia,Fertilizer,Road,2022,UN Comtrade public preview,111391.63
China,Mexico,Fertilizer,Air,2022,UN Comtrade public preview,111221.0
Netherlands,Mozambique,Fertilizer,Sea,2022,UN Comtrade public preview,109970.504
Netherlands,Mauritius,Fertilizer,Sea,2022,UN Comtrade public preview,108557.532
Spain,Benin,Fertilizer,Sea,2022,UN Comtrade public preview,107297.27
Albania,Montenegro,Fertilizer,Road,2022,UN Comtrade public preview,106088.58
Denmark,Bulgaria,Fertilizer,Road,2022,UN Comtrade public preview,100854.684
China,Benin,Fertilizer,Sea,2022,UN Comtrade public preview,99575.77
Indonesia,Brunei,Fertilizer,Sea,2022,UN Comtrade public preview,97592.643
Netherlands,Australia,Fertilizer,Air,2022,UN Comtrade public preview,97553.981
Ukraine,North Macedonia,Fertilizer,Road,2022,UN Comtrade public preview,96233.52
Iran,Czechia,Fertilizer,Road,2022,UN Comtrade public preview,94222.0
Bosnia and Herzegovina,Montenegro,Fertilizer,Road,2022,UN Comtrade public preview,91385.612
Chile,Mauritius,Fertilizer,Sea,2022,UN Comtrade public preview,90974.53
Colombia,Bulgaria,Fertilizer,Sea,2022,UN Comtrade public preview,90545.792
Portugal,Romania,Fertilizer,Road,2022,UN Comtrade public preview,84646.26
Colombia,Mexico,Fertilizer,Sea,2022,UN Comtrade public preview,84531.0
Germany,Australia,Fertilizer,Air,2022,UN Comtrade public preview,83975.228
Poland,Cyprus,Fertilizer,Sea,2022,UN Comtrade public preview,83093.962
Brazil,Mozambique,Fertilizer,Sea,2022,UN Comtrade public preview,82690.9
Slovenia,Bulgaria,Fertilizer,Road,2022,UN Comtrade public preview,82437.806
Belarus,Moldova,Fertilizer,Rail,2022,UN Comtrade public preview,80114.0
Netherlands,Myanmar,Fertilizer,Sea,2022,UN Comtrade public preview,78666.64
Israel,Bolivia,Fertilizer,Road,2022,UN Comtrade public preview,78249.0
Brazil,Angola,Fertilizer,Air,2022,UN Comtrade public preview,77556.236
Russia,Cyprus,Fertilizer,Sea,2022,UN Comtrade public preview,76011.156
Netherlands,Burkina Faso,Fertilizer,Road,2022,UN Comtrade public preview,74176.017
Hungary,Montenegro,Fertilizer,Road,2022,UN Comtrade public preview,73764.66
Indonesia,Mauritius,Fertilizer,Sea,2022,UN Comtrade public preview,73032.7
Slovakia,Mauritius,Fertilizer,Sea,2022,UN Comtrade public preview,72446.182
Germany,Mexico,Fertilizer,Air,2022,UN Comtrade public preview,71284.0
China,Romania,Fertilizer,Road,2022,UN Comtrade public preview,69360.0
Uzbekistan,Moldova,Fertilizer,Road,2022,UN Comtrade public preview,68676.0
Portugal,Mauritius,Fertilizer,Sea,2022,UN Comtrade public preview,64797.998
Russia,Benin,Fertilizer,Air,2022,UN Comtrade public preview,64369.4
Niger,Benin,Fertilizer,Road,2022,UN Comtrade public preview,63444.582
Finland,North Macedonia,Fertilizer,Road,2022,UN Comtrade public preview,62571.91
Poland,Mauritius,Fertilizer,Sea,2022,UN Comtrade public preview,58339.872
Germany,Mauritius,Fertilizer,Sea,2022,UN Comtrade public preview,57645.62
Czechia,Mexico,Fertilizer,Sea,2022,UN Comtrade public preview,57392.0
Czechia,Australia,Fertilizer,Air,2022,UN Comtrade public preview,56209.387
Australia,Czechia,Fertilizer,Road,2022,UN Comtrade public preview,55600.0
Lithuania,Benin,Fertilizer,Sea,2022,UN Comtrade public preview,54783.33
Sweden,Mauritius,Fertilizer,Sea,2022,UN Comtrade public preview,54001.26
Spain,Romania,Fertilizer,Air,2022,UN Comtrade public preview,52952.54
Canada,Armenia,Fertilizer,Air,2022,UN Comtrade public preview,52874.94
Poland,Colombia,Fertilizer,Road,2022,UN Comtrade public preview,47435.36
Niger,Burkina Faso,Fertilizer,Road,2022,UN Comtrade public preview,47105.436
Sweden,North Macedonia,Fertilizer,Road,2022,UN Comtrade public preview,46857.8
Spain,Armenia,Fertilizer,Rail,2022,UN Comtrade public preview,45957.04
China,Namibia,Fertilizer,Road,2022,UN Comtrade public preview,45792.504
Israel,Colombia,Fertilizer,Air,2022,UN Comtrade public preview,45199.12
Mexico,Colombia,Fertilizer,Air,2022,UN Comtrade public preview,45026.56
Slovenia,North Macedonia,Fertilizer,Road,2022,UN Comtrade public preview,44870.85
Lithuania,Bulgaria,Fertilizer,Sea,2022,UN Comtrade public preview,41708.652
Colombia,Romania,Fertilizer,Sea,2022,UN Comtrade public preview,40975.44
Moldova,Romania,Fertilizer,Road,2022,UN Comtrade public preview,40838.74
Poland,Montenegro,Fertilizer,Road,2022,UN Comtrade public preview,38831.166
Denmark,Bulgaria,Fertilizer,Rail,2022,UN Comtrade public preview,38482.016
China,Burkina Faso,Fertilizer,Road,2022,UN Comtrade public preview,38362.738
Jordan,Armenia,Fertilizer,Rail,2022,UN Comtrade public preview,37869.38
Switzerland,North Macedonia,Fertilizer,Road,2022,UN Comtrade public preview,36189.55
Czechia,Moldova,Fertilizer,Road,2022,UN Comtrade public preview,35338.0
Spain,Mexico,Fertilizer,Air,2022,UN Comtrade public preview,35136.0
Bolivia,Australia,Fertilizer,Sea,2022,UN Comtrade public preview,34639.102
Canada,Australia,Fertilizer,Air,2022,UN Comtrade public preview,33721.654
Spain,Montenegro,Fertilizer,Road,2022,UN Comtrade public preview,33022.996
South Africa,Benin,Fertilizer,Sea,2022,UN Comtrade public preview,31171.804
Chile,Czechia,Fertilizer,Road,2022,UN Comtrade public preview,31048.0
Lebanon,Australia,Fertilizer,Sea,2022,UN Comtrade public preview,30609.48
Belarus,North Macedonia,Fertilizer,Road,2022,UN Comtrade public preview,30603.66
Thailand,Brunei,Fertilizer,Sea,2022,UN Comtrade public preview,30480.297
Cote d'Ivoire,Benin,Fertilizer,Road,2022,UN Comtrade public preview,29962.458
Indonesia,Brunei,Fertilizer,Air,2022,UN Comtrade public preview,29515.799
United Arab Emirates,North Macedonia,Fertilizer,Road,2022,UN Comtrade public preview,29139.5
United Kingdom,Angola,Fertilizer,Air,2022,UN Comtrade public preview,28799.983
Italy,Mozambique,Fertilizer,Air,2022,UN Comtrade public preview,28078.912
Czechia,Bolivia,Fertilizer,Road,2022,UN Comtrade public preview,27660.0
United Kingdom,Australia,Fertilizer,Air,2022,UN Comtrade public preview,26747.386
Ireland,Cyprus,Fertilizer,Sea,2022,UN Comtrade public preview,26726.374
Singapore,Brunei,Fertilizer,Sea,2022,UN Comtrade public preview,26658.566
Lithuania,Armenia,Fertilizer,Road,2022,UN Comtrade public preview,25630.64
Costa Rica,Bolivia,Fertilizer,Road,2022,UN Comtrade public preview,25052.0
Czechia,North Macedonia,Fertilizer,Road,2022,UN Comtrade public preview,24619.42
Lebanon,Cyprus,Fertilizer,Sea,2022,UN Comtrade public preview,24458.108
Slovakia,Angola,Fertilizer,Sea,2022,UN Comtrade public preview,23597.751
Latvia,Australia,Fertilizer,Sea,2022,UN Comtrade public preview,22730.698
Italy,Mauritius,Fertilizer,Sea,2022,UN Comtrade public preview,21719.818
Netherlands,Cyprus,Fertilizer,Air,2022,UN Comtrade public preview,21372.674
Canada,Cyprus,Fertilizer,Sea,2022,UN Comtrade public preview,20534.448
Laos,Australia,Fertilizer,Sea,2022,UN Comtrade public preview,20101.286
Czechia,Mexico,Fertilizer,Air,2022,UN Comtrade public preview,19943.0
Portugal,Angola,Fertilizer,Air,2022,UN Comtrade public preview,19925.795
Netherlands,Namibia,Fertilizer,Sea,2022,UN Comtrade public preview,19392.49
Israel,Czechia,Fertilizer,Rail,2022,UN Comtrade public preview,19322.0
